TRAVELID,hpzl,sj,laneid,longitude,latitude,angle,speed,turn,posm,ftnode
220f7351b900cc65d6e81c1bdb1b358d,2,2019-07-01 09:11:30,3,118.76290934320086,30.945789965036536,4.71492049124666,24.3422529157014,S,312.039898367296,4724_4863
220f7351b900cc65d6e81c1bdb1b358d,2,2019-07-01 09:12:00,3,118.76325694817132,30.947596242866013,4.70242466340959,24.3422529157014,S,109.187790736451,4724_4863
220f7351b900cc65d6e81c1bdb1b358d,2,2019-07-01 09:12:30,4,118.76352314149469,30.948553766963116,3.26485731674164,0.0,S,1.0,4724_4863
e99874d37e46a6cd9fe5c008c0375957,2,2019-07-01 09:36:30,3,118.7632615049329,30.947130207312956,4.70261734596919,34.5305625125053,S,160.469166722246,4724_4863
e99874d37e46a6cd9fe5c008c0375957,2,2019-07-01 09:36:00,3,118.7629422764621,30.944556990425543,4.72626560114355,34.5305625125053,S,448.223854326457,4724_4863
98f40d183df940fd1e1ad8647c3b0bad,2,2019-07-01 09:41:00,3,118.7630460245578,30.945550937416986,4.71492049124666,32.4251326383417,S,337.251326383417,4724_4863
98f40d183df940fd1e1ad8647c3b0bad,2,2019-07-01 09:05:00,1,118.76307851826354,30.948791337413695,90.8888084013822,0.0,L,1.0,4854_4863
98f40d183df940fd1e1ad8647c3b0bad,2,2019-07-01 09:30:00,2,118.7628344139913,30.94873150499958,90.8155532550248,20.8735275479219,R,24.1928083865799,4854_4863
98f40d183df940fd1e1ad8647c3b0bad,2,2019-07-01 09:30:30,2,118.76310878346882,30.94659065186792,184.702579836213,28.3482046304502,S,320.105550163211,4863_4724
98f40d183df940fd1e1ad8647c3b0bad,2,2019-07-01 09:31:00,2,118.76277690604233,30.944484228911975,184.698786622535,28.3482046304502,S,83.8705115761256,4863_4724
98f40d183df940fd1e1ad8647c3b0bad,2,2019-07-01 09:41:30,1187632933094761230,118.76323232894048,30.947983477726464,5.73415542446645,32.4251326383417,S,66.7485104416161,4724_4863
98f40d183df940fd1e1ad8647c3b0bad,2,2019-07-01 09:42:00,4,118.76339122752032,30.94845315720418,3.26485731674164,0.0,S,13.0,4724_4863
98f40d183df940fd1e1ad8647c3b0bad,2,2019-07-01 09:03:30,1187623453094880030,118.76241228380077,30.948662258470495,85.1818973332996,7.31190600515487,L,65.9947200458211,4854_4863
